district,name,code,type,address,website,cy,cx,tel,fax,V,H,MCP,EB,LD,A,O,ND,note
臺北市,私立強恕高級中學（日間部）,351301,資料處理科,10085 臺北市汀洲路二段 143 號,http://www.qshs.tp.edu.tw/,25.025288,121.520007,(02)2365-6574,(02)2365-3150,0,1,0,1,4,0,0,0,
臺北市,私立強恕高級中學（日間部）,351301,美工科,10085 臺北市汀洲路二段 143 號,http://www.qshs.tp.edu.tw/,25.025288,121.520007,(02)2365-6574,(02)2365-3150,0,0,0,0,0,6,0,0,
臺北市,私立開南高級商工職業學校（日間部）,351402,綜合高中,10051 臺北市濟南路一段 6 號,http://www.knvs.tp.edu.tw/,25.04272,121.521869,(02)2321-2666,(02)2392-9986,1,1,2,1,0,0,1,0,
臺北市,私立開南高級商工職業學校（日間部）,351402,觀光事業科,10051 臺北市濟南路一段 6 號,http://www.knvs.tp.edu.tw/,25.04272,121.521869,(02)2321-2666,(02)2392-9986,0,0,0,0,2,0,0,0,
臺北市,私立開南高級商工職業學校（日間部）,351402,餐飲管理科,10051 臺北市濟南路一段 6 號,http://www.knvs.tp.edu.tw/,25.04272,121.521869,(02)2321-2666,(02)2392-9986,0,0,0,0,5,1,0,0,
臺北市,私立開南高級商工職業學校（日間部）,351402,廣告設計科,10051 臺北市濟南路一段 6 號,http://www.knvs.tp.edu.tw/,25.04272,121.521869,(02)2321-2666,(02)2392-9986,0,0,0,1,2,2,0,0,
臺北市,私立開南高級商工職業學校（日間部）,351402,資訊科,10051 臺北市濟南路一段 6 號,http://www.knvs.tp.edu.tw/,25.04272,121.521869,(02)2321-2666,(02)2392-9986,0,0,0,0,2,1,0,0,
臺北市,私立開南高級商工職業學校（日間部）,351402,電子科,10051 臺北市濟南路一段 6 號,http://www.knvs.tp.edu.tw/,25.04272,121.521869,(02)2321-2666,(02)2392-9986,0,0,0,0,2,1,0,0,
臺北市,私立開南高級商工職業學校（日間部）,351402,電機科,10051 臺北市濟南路一段 6 號,http://www.knvs.tp.edu.tw/,25.04272,121.521869,(02)2321-2666,(02)2392-9986,0,0,0,0,2,2,0,0,
臺北市,私立開南高級商工職業學校（日間部）,351402,汽車科,10051 臺北市濟南路一段 6 號,http://www.knvs.tp.edu.tw/,25.04272,121.521869,(02)2321-2666,(02)2392-9986,0,0,0,1,6,1,0,0,
臺北市,私立開南高級商工職業學校（日間部）,351402,機電科,10051 臺北市濟南路一段 6 號,http://www.knvs.tp.edu.tw/,25.04272,121.521869,(02)2321-2666,(02)2392-9986,0,0,0,0,2,1,0,0,
臺北市,私立開南高級商工職業學校（日間部）,351402,照顧服務科,10051 臺北市濟南路一段 6 號,http://www.knvs.tp.edu.tw/,25.04272,121.521869,(02)2321-2666,(02)2392-9986,0,0,0,0,1,0,0,0,
臺北市,私立稻江高級商業職業學校（日間部）,361401,觀光事業科,10357 臺北市大同區民權西路 225 巷 24 號,http://www.tkcvs.tp.edu.tw/,25.064602,121.511936,(02)2591-2001,(02)2595-4005,0,0,1,0,2,0,1,0,
臺北市,私立稻江高級商業職業學校（日間部）,361401,商業經營科,10357 臺北市大同區民權西路 225 巷 24 號,http://www.tkcvs.tp.edu.tw/,25.064602,121.511936,(02)2591-2001,(02)2595-4005,0,0,0,0,2,3,0,0,
臺北市,私立稻江高級商業職業學校（日間部）,361401,廣告設計科,10357 臺北市大同區民權西路 225 巷 24 號,http://www.tkcvs.tp.edu.tw/,25.064602,121.511936,(02)2591-2001,(02)2595-4005,0,1,0,0,4,3,0,0,
臺北市,私立稻江高級商業職業學校（日間部）,361401,應用外語科（日文組）,10357 臺北市大同區民權西路 225 巷 24 號,http://www.tkcvs.tp.edu.tw/,25.064602,121.511936,(02)2591-2001,(02)2595-4005,1,0,0,1,3,0,0,0,
臺北市,私立滬江高級中學（日間部）,381302,綜合高中,11674 臺北市羅斯褔路六段 336 號,http://www.hchs.tp.edu.tw/,24.989269,121.53917,(02)8663-1122,(02)2935-6771,1,0,0,0,3,1,1,0,
臺北市,私立滬江高級中學（日間部）,381302,餐飲管理科,11674 臺北市羅斯褔路六段 336 號,http://www.hchs.tp.edu.tw/,24.989269,121.53917,(02)8663-1122,(02)2935-6771,0,0,0,0,7,2,0,0,
臺北市,私立滬江高級中學（日間部）,381302,資料處理科,11674 臺北市羅斯褔路六段 336 號,http://www.hchs.tp.edu.tw/,24.989269,121.53917,(02)8663-1122,(02)2935-6771,0,0,1,1,1,1,0,0,
臺北市,私立滬江高級中學（日間部）,381302,廣告設計科,11674 臺北市羅斯褔路六段 336 號,http://www.hchs.tp.edu.tw/,24.989269,121.53917,(02)8663-1122,(02)2935-6771,0,0,1,1,1,2,0,0,
臺北市,私立滬江高級中學（日間部）,381302,室內空間設計科,11674 臺北市羅斯褔路六段 336 號,http://www.hchs.tp.edu.tw/,24.989269,121.53917,(02)8663-1122,(02)2935-6771,0,1,0,0,3,1,0,0,
臺北市,私立滬江高級中學（日間部）,381302,資訊科,11674 臺北市羅斯褔路六段 336 號,http://www.hchs.tp.edu.tw/,24.989269,121.53917,(02)8663-1122,(02)2935-6771,0,0,0,1,2,1,0,0,
臺北市,私立滬江高級中學（日間部）,381302,航空電子科,11674 臺北市羅斯褔路六段 336 號,http://www.hchs.tp.edu.tw/,24.989269,121.53917,(02)8663-1122,(02)2935-6771,0,0,0,0,3,1,0,0,
臺北市,私立大誠高級中學（日間部）,381303,普通科,11625 臺北市文山區秀明路二段 175 號,http://www.tcsh.tp.edu.tw/,24.990972,121.577107,(02)2234-8989#13,(02)2234-9696,0,0,0,0,3,0,0,0,
臺北市,私立大誠高級中學（日間部）,381303,餐飲管理科,11625 臺北市文山區秀明路二段 175 號,http://www.tcsh.tp.edu.tw/,24.990972,121.577107,(02)2234-8989#13,(02)2234-9696,0,0,0,0,1,1,0,0,
臺北市,私立大誠高級中學（日間部）,381303,室內空間設計科,11625 臺北市文山區秀明路二段 175 號,http://www.tcsh.tp.edu.tw/,24.990972,121.577107,(02)2234-8989#13,(02)2234-9696,0,0,0,0,0,1,0,0,
臺北市,私立大誠高級中學（日間部）,381303,建築科,11625 臺北市文山區秀明路二段 175 號,http://www.tcsh.tp.edu.tw/,24.990972,121.577107,(02)2234-8989#13,(02)2234-9696,0,0,0,0,2,0,0,0,
臺北市,私立景文高級中學（日間部）,381305,普通科,11650 臺北市文山區保儀路 127 號 ,http://www.jwsh.tp.edu.tw/,24.985678,121.567451,(02)2939-0310,(02)2936-3600,1,1,1,1,2,1,0,0,
臺北市,私立景文高級中學（日間部）,381305,資訊科,11650 臺北市文山區保儀路 127 號 ,http://www.jwsh.tp.edu.tw/,24.985678,121.567451,(02)2939-0310,(02)2936-3600,0,0,0,0,5,1,0,0,
臺北市,私立景文高級中學（日間部）,381305,商業經營科,11650 臺北市文山區保儀路 127 號 ,http://www.jwsh.tp.edu.tw/,24.985678,121.567451,(02)2939-0310,(02)2936-3600,0,0,0,0,1,1,0,0,
臺北市,私立景文高級中學（日間部）,381305,廣告設計科,11650 臺北市文山區保儀路 127 號 ,http://www.jwsh.tp.edu.tw/,24.985678,121.567451,(02)2939-0310,(02)2936-3600,0,0,0,0,1,1,0,0,
臺北市,私立景文高級中學（日間部）,381305,應用外語科（英文組）,11650 臺北市文山區保儀路 127 號 ,http://www.jwsh.tp.edu.tw/,24.985678,121.567451,(02)2939-0310,(02)2936-3600,0,0,0,0,2,1,1,0,
臺北市,私立景文高級中學（日間部）,381305,室內空間設計科,11650 臺北市文山區保儀路 127 號 ,http://www.jwsh.tp.edu.tw/,24.985678,121.567451,(02)2939-0310,(02)2936-3600,0,0,0,0,3,1,0,0,
臺北市,市立木柵高級工業職業學校（日間部）,383401,綜合高中,11656 臺北市文山區木柵路四段 77 號,http://www.mcvs.tp.edu.tw/,24.997226,121.572519,(02)2230-0506#291,(02)2239-1714,0,0,1,0,4,2,1,0,
臺北市,市立木柵高級工業職業學校（日間部）,383401,電子科,11656 臺北市文山區木柵路四段 77 號,http://www.mcvs.tp.edu.tw/,24.997226,121.572519,(02)2230-0506#291,(02)2239-1714,0,0,1,0,3,1,0,0,
臺北市,市立木柵高級工業職業學校（日間部）,383401,電機科,11656 臺北市文山區木柵路四段 77 號,http://www.mcvs.tp.edu.tw/,24.997226,121.572519,(02)2230-0506#291,(02)2239-1714,1,0,0,1,2,0,0,0,
臺北市,市立木柵高級工業職業學校（日間部）,383401,冷凍空調科,11656 臺北市文山區木柵路四段 77 號,http://www.mcvs.tp.edu.tw/,24.997226,121.572519,(02)2230-0506#291,(02)2239-1714,0,0,0,0,2,1,0,0,
臺北市,市立木柵高級工業職業學校（日間部）,383401,機械科,11656 臺北市文山區木柵路四段 77 號,http://www.mcvs.tp.edu.tw/,24.997226,121.572519,(02)2230-0506#291,(02)2239-1714,0,0,0,2,3,1,0,0,
臺北市,市立木柵高級工業職業學校（日間部）,383401,鑄造科,11656 臺北市文山區木柵路四段 77 號,http://www.mcvs.tp.edu.tw/,24.997226,121.572519,(02)2230-0506#291,(02)2239-1714,0,1,0,0,1,1,0,0,
臺北市,市立木柵高級工業職業學校（日間部）,383401,模具科,11656 臺北市文山區木柵路四段 77 號,http://www.mcvs.tp.edu.tw/,24.997226,121.572519,(02)2230-0506#291,(02)2239-1714,0,0,0,0,2,2,0,0,
臺北市,市立木柵高級工業職業學校（日間部）,383401,製圖科,11656 臺北市文山區木柵路四段 77 號,http://www.mcvs.tp.edu.tw/,24.997226,121.572519,(02)2230-0506#291,(02)2239-1714,0,0,0,0,2,2,0,0,
臺北市,市立木柵高級工業職業學校（日間部）,383401,配管科,11656 臺北市文山區木柵路四段 77 號,http://www.mcvs.tp.edu.tw/,24.997226,121.572519,(02)2230-0506#291,(02)2239-1714,0,0,0,0,1,1,0,0,
臺北市,市立南港高級工業職業學校（日間部）,393401,綜合高中,11579 臺北市南港區興中路 29 號,http://www.nkhs.tp.edu.tw/,25.056473,121.607932,(02)2782-5432 ,(02)2653-4956,1,1,2,0,0,1,1,0,
臺北市,市立南港高級工業職業學校（日間部）,393401,電子科,11579 臺北市南港區興中路 29 號,http://www.nkhs.tp.edu.tw/,25.056473,121.607932,(02)2782-5432 ,(02)2653-4956,0,0,0,0,3,1,0,0,
臺北市,市立南港高級工業職業學校（日間部）,393401,電機科,11579 臺北市南港區興中路 29 號,http://www.nkhs.tp.edu.tw/,25.056473,121.607932,(02)2782-5432 ,(02)2653-4956,0,0,0,0,3,1,0,0,
臺北市,市立南港高級工業職業學校（日間部）,393401,冷凍空調科,11579 臺北市南港區興中路 29 號,http://www.nkhs.tp.edu.tw/,25.056473,121.607932,(02)2782-5432 ,(02)2653-4956,0,0,0,0,1,1,0,0,
臺北市,市立南港高級工業職業學校（日間部）,393401,機械科,11579 臺北市南港區興中路 29 號,http://www.nkhs.tp.edu.tw/,25.056473,121.607932,(02)2782-5432 ,(02)2653-4956,0,0,0,0,1,1,0,0,
臺北市,市立南港高級工業職業學校（日間部）,393401,汽車科,11579 臺北市南港區興中路 29 號,http://www.nkhs.tp.edu.tw/,25.056473,121.607932,(02)2782-5432 ,(02)2653-4956,0,0,0,0,3,1,0,0,
臺北市,市立南港高級工業職業學校（日間部）,393401,鑄造科,11579 臺北市南港區興中路 29 號,http://www.nkhs.tp.edu.tw/,25.056473,121.607932,(02)2782-5432 ,(02)2653-4956,0,0,0,0,3,1,0,0,
臺北市,市立南港高級工業職業學校（日間部）,393401,模具科,11579 臺北市南港區興中路 29 號,http://www.nkhs.tp.edu.tw/,25.056473,121.607932,(02)2782-5432 ,(02)2653-4956,0,0,0,1,2,1,0,0,
臺北市,市立南港高級工業職業學校（日間部）,393401,重機科,11579 臺北市南港區興中路 29 號,http://www.nkhs.tp.edu.tw/,25.056473,121.607932,(02)2782-5432 ,(02)2653-4956,0,0,0,1,3,1,0,0,
臺北市,市立南港高級工業職業學校（日間部）,393401,土木科,11579 臺北市南港區興中路 29 號,http://www.nkhs.tp.edu.tw/,25.056473,121.607932,(02)2782-5432 ,(02)2653-4956,0,0,0,0,1,1,0,0,
臺北市,市立南港高級工業職業學校（日間部）,393401,建築科,11579 臺北市南港區興中路 29 號,http://www.nkhs.tp.edu.tw/,25.056473,121.607932,(02)2782-5432 ,(02)2653-4956,0,0,0,1,3,1,0,0,
臺北市,市立內湖高級工業職業學校（日間部）,403401,應用外語科（英文組）,11493 臺北市內湖區內湖路一段 520 號 ,http://www.nihs.tp.edu.tw/,25.079837,121.575384,(02)2657-4874,(02)8797-4771,0,0,1,0,4,1,1,0,
臺北市,市立內湖高級工業職業學校（日間部）,403401,資訊科,11493 臺北市內湖區內湖路一段 520 號 ,http://www.nihs.tp.edu.tw/,25.079837,121.575384,(02)2657-4874,(02)8797-4771,1,1,0,0,3,2,0,0,
臺北市,市立內湖高級工業職業學校（日間部）,403401,控制科,11493 臺北市內湖區內湖路一段 520 號 ,http://www.nihs.tp.edu.tw/,25.079837,121.575384,(02)2657-4874,(02)8797-4771,0,0,0,1,3,2,0,0,
臺北市,市立內湖高級工業職業學校（日間部）,403401,電子科,11493 臺北市內湖區內湖路一段 520 號 ,http://www.nihs.tp.edu.tw/,25.079837,121.575384,(02)2657-4874,(02)8797-4771,0,0,1,0,4,2,0,0,
臺北市,市立內湖高級工業職業學校（日間部）,403401,電機科,11493 臺北市內湖區內湖路一段 520 號 ,http://www.nihs.tp.edu.tw/,25.079837,121.575384,(02)2657-4874,(02)8797-4771,0,0,0,1,3,2,0,0,
臺北市,市立內湖高級工業職業學校（日間部）,403401,冷凍空調科,11493 臺北市內湖區內湖路一段 520 號 ,http://www.nihs.tp.edu.tw/,25.079837,121.575384,(02)2657-4874,(02)8797-4771,0,0,0,1,3,2,0,0,
臺北市,私立泰北高級中學（日間部）,411301,普通科,11141 臺北市士林區褔林路 240 號,http://www.tpsh.tp.edu.tw/,25.097696,121.533952,(02)2882-5560#321,(02)2882-5603,0,1,1,0,1,1,0,0,
臺北市,私立泰北高級中學（日間部）,411301,美工科,11141 臺北市士林區褔林路 240 號,http://www.tpsh.tp.edu.tw/,25.097696,121.533952,(02)2882-5560#321,(02)2882-5603,0,0,0,0,2,1,0,0,
臺北市,私立泰北高級中學（日間部）,411301,廣告設計科,11141 臺北市士林區褔林路 240 號,http://www.tpsh.tp.edu.tw/,25.097696,121.533952,(02)2882-5560#321,(02)2882-5603,0,0,0,1,5,1,0,0,
臺北市,私立泰北高級中學（日間部）,411301,應用外語科（日文組）,11141 臺北市士林區褔林路 240 號,http://www.tpsh.tp.edu.tw/,25.097696,121.533952,(02)2882-5560#321,(02)2882-5603,1,0,1,0,1,1,0,0,
臺北市,私立泰北高級中學（日間部）,411301,多媒體設計科,11141 臺北市士林區褔林路 240 號,http://www.tpsh.tp.edu.tw/,25.097696,121.533952,(02)2882-5560#321,(02)2882-5603,0,0,0,0,2,1,0,0,
臺北市,私立泰北高級中學（日間部）,411301,室內空間設計科,11141 臺北市士林區褔林路 240 號,http://www.tpsh.tp.edu.tw/,25.097696,121.533952,(02)2882-5560#321,(02)2882-5603,0,0,0,0,5,1,0,0,
臺北市,私立泰北高級中學（日間部）,411301,電機科,11141 臺北市士林區褔林路 240 號,http://www.tpsh.tp.edu.tw/,25.097696,121.533952,(02)2882-5560#321,(02)2882-5603,0,0,0,1,1,1,0,0,
臺北市,私立泰北高級中學（日間部）,411301,資訊科,11141 臺北市士林區褔林路 240 號,http://www.tpsh.tp.edu.tw/,25.097696,121.533952,(02)2882-5560#321,(02)2882-5603,0,0,0,0,2,1,0,0,
臺北市,私立泰北高級中學（日間部）,411301,表演藝術科,11141 臺北市士林區褔林路 240 號,http://www.tpsh.tp.edu.tw/,25.097696,121.533952,(02)2882-5560#321,(02)2882-5603,0,0,0,1,1,1,1,0,
臺北市,市立士林高級商業職業學校（日間部）,413401,商業經營科,11165 臺北市士林區士商路 150 號,http://www.slhs.tp.edu.tw/,25.09475,121.516021,(02)28310-3114,(02)2833-3096,0,1,0,1,4,2,1,0,
臺北市,市立士林高級商業職業學校（日間部）,413401,會計事務科,11165 臺北市士林區士商路 150 號,http://www.slhs.tp.edu.tw/,25.09475,121.516021,(02)28310-3114,(02)2833-3096,0,0,0,0,4,2,0,0,
臺北市,市立士林高級商業職業學校（日間部）,413401,國際貿易科,11165 臺北市士林區士商路 150 號,http://www.slhs.tp.edu.tw/,25.09475,121.516021,(02)28310-3114,(02)2833-3096,0,0,1,1,4,1,0,0,
臺北市,市立士林高級商業職業學校（日間部）,413401,資料處理科,11165 臺北市士林區士商路 150 號,http://www.slhs.tp.edu.tw/,25.09475,121.516021,(02)28310-3114,(02)2833-3096,0,0,0,0,4,3,0,0,
臺北市,市立士林高級商業職業學校（日間部）,413401,廣告設計科,11165 臺北市士林區士商路 150 號,http://www.slhs.tp.edu.tw/,25.09475,121.516021,(02)28310-3114,(02)2833-3096,0,0,0,1,4,2,0,0,
臺北市,市立士林高級商業職業學校（日間部）,413401,應用外語科（英文組）,11165 臺北市士林區士商路 150 號,http://www.slhs.tp.edu.tw/,25.09475,121.516021,(02)28310-3114,(02)2833-3096,1,0,1,0,3,1,0,0,
臺北市,私立十信高級中學（日間部）,421302,普通科,11268 臺北市北投區北投路二段 55 號,http://www.shvs.tp.edu.tw/,25.133814,121.496822,(02)2892-1166,(02)2893-0165,1,0,0,0,1,1,0,0,
臺北市,私立十信高級中學（日間部）,421302,資料處理科,11268 臺北市北投區北投路二段 55 號,http://www.shvs.tp.edu.tw/,25.133814,121.496822,(02)2892-1166,(02)2893-0165,0,1,1,0,3,1,0,0,
臺北市,私立十信高級中學（日間部）,421302,電子商務科,11268 臺北市北投區北投路二段 55 號,http://www.shvs.tp.edu.tw/,25.133814,121.496822,(02)2892-1166,(02)2893-0165,0,0,0,1,3,2,1,0,
臺北市,私立十信高級中學（日間部）,421302,應用外語科（日文組）,11268 臺北市北投區北投路二段 55 號,http://www.shvs.tp.edu.tw/,25.133814,121.496822,(02)2892-1166,(02)2893-0165,0,0,0,0,2,1,0,0,
臺北市,私立十信高級中學（日間部）,421302,應用外語科（英文組）,11268 臺北市北投區北投路二段 55 號,http://www.shvs.tp.edu.tw/,25.133814,121.496822,(02)2892-1166,(02)2893-0165,0,0,0,0,2,1,0,0,
臺北市,私立惇敘高級工商職業學校（日間部）,421404,電機科,11247 臺北市北投區泉源路 221 號,http://www.thvs.tp.edu.tw/,25.144862,121.527067,(02)2891-2630,(02)2893-5930,0,0,0,0,4,2,0,0,
臺北市,私立惇敘高級工商職業學校（日間部）,421404,機械科,11247 臺北市北投區泉源路 221 號,http://www.thvs.tp.edu.tw/,25.144862,121.527067,(02)2891-2630,(02)2893-5930,0,0,0,0,2,1,1,0,
臺北市,私立惇敘高級工商職業學校（日間部）,421404,汽車科,11247 臺北市北投區泉源路 221 號,http://www.thvs.tp.edu.tw/,25.144862,121.527067,(02)2891-2630,(02)2893-5930,0,1,0,0,4,2,0,0,
臺北市,私立惇敘高級工商職業學校（日間部）,421404,建築科,11247 臺北市北投區泉源路 221 號,http://www.thvs.tp.edu.tw/,25.144862,121.527067,(02)2891-2630,(02)2893-5930,0,0,0,1,3,1,0,0,
臺北市,私立惇敘高級工商職業學校（日間部）,421404,汽車科（專業技能班）,11247 臺北市北投區泉源路 221 號,http://www.thvs.tp.edu.tw/,25.144862,121.527067,(02)2891-2630,(02)2893-5930,0,0,0,0,0,0,0,15,
臺北市,市立啟聰學校,363F01,普通科,10371 臺北市大同區臺北市大同區重慶北路三段320 號,http://www.tmd.tp.edu.tw/,25.074982,121.51357,(02)2592-4446,(02)2597-0734,0,15,0,0,0,0,0,0,入學後分科依學生需求選課 
臺北市,市立啟聰學校,363F01,電子商務科,10371 臺北市大同區臺北市大同區重慶北路三段320 號,http://www.tmd.tp.edu.tw/,25.074982,121.51357,(02)2592-4446,(02)2597-0734,0,15,0,0,0,0,0,0,入學後分科依學生需求選課 
臺北市,市立啟聰學校,363F01,多媒體設計科,10371 臺北市大同區臺北市大同區重慶北路三段320 號,http://www.tmd.tp.edu.tw/,25.074982,121.51357,(02)2592-4446,(02)2597-0734,0,15,0,0,0,0,0,0,入學後分科依學生需求選課 
臺北市,市立啟聰學校,363F01,餐飲管理科,10371 臺北市大同區臺北市大同區重慶北路三段320 號,http://www.tmd.tp.edu.tw/,25.074982,121.51357,(02)2592-4446,(02)2597-0734,0,15,0,0,0,0,0,0,入學後分科依學生需求選課 
臺北市,市立啟聰學校,363F01,門市服務科,10371 臺北市大同區臺北市大同區重慶北路三段320 號,http://www.tmd.tp.edu.tw/,25.074982,121.51357,(02)2592-4446,(02)2597-0734,0,15,0,0,0,0,0,0,入學後分科依學生需求選課 
臺北市,市立啟明學校 ,413F02,普通班,11148 臺北市士林區忠誠路二段 207 巷 1 號,http://www.tmsb.tp.edu.tw/,25.116971,121.535012,(02)2874-0670,(02)2873-2612,15,0,0,0,0,0,0,0,
臺北市,市立啟明學校 ,413F02,復健按摩科,11148 臺北市士林區忠誠路二段 207 巷 1 號,http://www.tmsb.tp.edu.tw/,25.116971,121.535012,(02)2874-0670,(02)2873-2612,15,0,0,0,0,0,0,0,
臺北市,市立啟明學校 ,413F02,表演藝術科,11148 臺北市士林區忠誠路二段 207 巷 1 號,http://www.tmsb.tp.edu.tw/,25.116971,121.535012,(02)2874-0670,(02)2873-2612,15,0,0,0,0,0,0,0,
臺北市,市立啟明學校 ,413F02,綜合職能科,11148 臺北市士林區忠誠路二段 207 巷 1 號,http://www.tmsb.tp.edu.tw/,25.116971,121.535012,(02)2874-0670,(02)2873-2612,15,0,0,0,0,0,0,0,
